Band,Genre,Subgenre,Song Title,Lyrics
Paradise Lost,Metal,Doom Metal,Paradise Lost,"[Verse 1: Johnny 3 Tears]So watch my chest heave as this last breath leaves meI am trying to be what you're dying to seeFeel like, ""fuck, man, can't take this anymore, this heartbreak, this""It's this life that's so thankless, how could He just forsake us?It breaks us, He makes us hate us, He gave usNothing but no trust and I am so fucked upSo let this gun bond us, let's hide by this lustAnd once we are just dust, He'll know that He loved us[Chorus: Deuce]Let it all burn, I will burn firstGod, I've tried, am I lost in your eyes?Just let me burn, it's what I deserveGod, I've lied, am I lost in your eyes?[Verse 2: Johnny 3 Tears]So take me and make me weak and then save meThis hate that you gave me keeps saying the same thingTo sing when you hurt and to sing when you cryTo sing when you live and to sing when you dieAnd here at the end, at the end of the hurtAll the pain ain't the same when it's your turn to burnWe're the heart for the heartless, the thoughts for the thoughtlessThe lies for the honest, we're the gods of the godless[Chorus: Deuce]Let it all burn, I will burn firstGod, I've tried, am I lost in your eyes?Just let me burn, it's what I deserveGod, I've lied, am I lost in your eyes?[Bridge: Deuce & Johnny 3 Tears]So cry three tears for meWhen it's all gone, sing me this songSo cry three tears for meWhen it's all gone, when it's all gone[Verse 3: Johnny 3 Tears]I cannot stand who I am, I'm this manWith this blood on my hands, in this blood, I am damnedSo watch my wings burn as they burn in the fireDon't scatter the ashes, no need for the choir[Chorus: Deuce]Let it all burn, I will burn firstGod, I've tried, am I lost in your eyes?Just let me burn, it's what I deserveGod, I've lied, am I lost in your eyes?[Outro: Johnny 3 Tears & Deuce]This hate that you gave me keeps sayingJust let me burn, just let me burnThis hate that you gave me keeps sayingJust let me burn, just let me burnBurn, now, burnJust let me burnNow, burn, burn"
Paradise Lost,Metal,Doom Metal,Darker Thoughts,"[Verse 1]Drifting through loss, we escape from the cost of the painThe healing through years so obscured by the tears and the strainBut this one-way street you're on, you'll never be fulfilledAnd this one-way street you're on is gonna get you killed[Verse 2]Healing, the lost so delusional, hollow and vagueAscending through fear as emotionless dreams of the graveBut this one-way street you're on, you'll never be fulfilledAnd this one-way street you're on is gonna get you killed[Pre-Chorus]Onto a higher groundA youthful lie, no warning, deathHiding is truth in all usAnother fired downDo or die, it's just despairHiding the truth in all us[Chorus]God asks not to killGod asks not to killGod asks notGodless sworn to killGodless sworn to killGod asks not[Verse 3]With inner peace gone, you prayAll those darker thoughts are coming back to stayWith inner peace gone, you've paidAll those darker thoughts are coming back to stay[Bridge]Godless sworn to killAnnihilationGodless sworn to kill (Godless sworn to kill)Annihilation[Chorus]God asks not to killGod asks not to killGod asks notGodless sworn to killGodless sworn to killGod asks not"
Paradise Lost,Metal,Doom Metal,Paradise Lost,"[Intro: Yung Lean]Stardust-dust-dust-dust[Verse 1: Yung Lean]Why they call you Leandoer? It's from my father's sideFor a hundred thousand years, a hundred days I seen the lightWhen Sadboys, Drain Gang pull up, you got strangers in your eyeFuck the system, fuck the other side (Should we look at the stars tonight?)Ice up in my cup, city on my shoulders, I am fallingWanna get up on the bridge, say, ""Fuck it,"" and just call itAdam Sandler, riding 'round the city with the crystalsPink diamonds my neck, the Pink Panther, yeah, check the real scoreBaby, it's just you and me, the hotel room is meltingDog-eat-dog world and I'm a dog, girl, I can't help itEyes clear, see you're skating, play your part, don't ask for favorsWe gon' slide down, slide down all these glaciers[Chorus: Yung Lean]On narcotics, I'm superchargedCartiers on, I'm a superstarOn narcotics, superchargedCartiers on, I'm a superstarOn narcotics, superchargedCartiers on, I'm a superstarSuperchargedGo play your part[Verse 2: Yung Lean]Found my way to Heaven, I just don't know how to get inDancing with the devil and sometimes I think I met himLivin' these last years like I was Terminator, in and outSome people stopped counting on me, so you know I had to count 'em outI can't be a role model, my life's nothing to dream aboutEver since a kid, can't keep jack shit inside, have to let it out and—Guess I can be whatever you want me to beFigment of your imagination, not like you[Chorus: Yung Lean]On narcotics, I'm superchargedCartiers on, I'm a superstarOn narcotics, superchargedCartiers on, I'm a superstarOn narcotics, superchargedCartiers on, I'm a superstarSuperchargedGo play your part[Verse 3: Ant Wan]Jag har minnen jag vill raderaNågra vapen jag kanske masserarMina bröder blev dömda till fleraMina drömmar är gömda, jag letaFörsiktig, jag regnar i stenarInte många fattar vad jag menarVågorna kom när jag seglaOm jag lever imorn, jag har segratDet är crazyI was just a lost little babyI'm waiting for somebody to come save meI wanna change the world but never change meVill de se mig död, they gotta spray meFå vet vad min bror vetFör myror förstår inte storhetJag tar det längre än vad du tog detYung Lean och Ant Wan, det är no talkVar tysta när GOATs talkVi biter, we don't barkRing till chauffören, we don't walk[Chorus: Yung Lean]On narcotics, I'm superchargedCartiers on, I'm a superstarOn narcotics, superchargedCartiers on, I'm a superstarOn narcotics, superchargedCartiers on, I'm a superstarSuperchargedGo play your partOn narcotics, I'm superchargedCartiers on, I'm a superstarOn narcotics, superchargedCartiers on, I'm a superstarOn narcotics, superchargedCartiers on, I'm a superstarSuperchargedGo play your part"
Paradise Lost,Metal,Doom Metal,"Paradise Lost, a Poem by John Milton",[Verse 1]To whom it may concernAnd all the tragic we've been throughNo matter where I goI keep on running into youBlink of an eyeFeels like foreverSame as it ever wasSame as whateverBefore the yellow fades to blue[Refrain]I'm shakenI'm shakenI'm shakenI'm shaken[Chorus]Can't bring myself to cut tiesI know you better than anyoneBlessed with this curse my whole lifeWon't let me shake the shadowParadise lost in your eyesI know you better than anyoneBlessed with this curse my whole lifeWon't let me shake[Post-Chorus]I'm shakenI'm shaken[Bridge]Found the key but couldn't open the cellThis selfishness was part of saving myselfFrom you now I hold the diseasePlanted the poisonous seedTried not to eat from the treeWill I survive?It's so hard to tell[Chorus]Can't bring myself to cut tiesI know you better than anyoneBlessed with this curse my whole lifeWon't let me shake the shadowParadise lost in your eyesI know you better than anyoneBlessed with this curse my whole lifeWon't let me shake[Post-Chorus]I'm shakenI'm shakenI'm shaken
Paradise Lost,Metal,Doom Metal,Paradise Lost,"[Verse 1]In the cold misty morningGleaming rays awake the dawnHere I stand - a stranger in this landDoes your conscience betray you?Falling from grace, feel the sun on my faceDoes desire still hold true?Mystified by her beauty, does the hunter pity his prey?Under starless skies all love must die, and fade awayTake my hand, divine or damned, make a standSeize the dayYours or mine, damned or divineDraw the line, come what may...[Chorus]Looking down from ethereal skiesSilent crystalline tears I cryFor all must say their last goodbye to paradise[Verse 2]My yearning is silenced by angelic skin of whiteLove conquers all, though heavens fall this fateful nightYours or mine, damned or divineDraw the line, serpentine...Love is a tragedyAll that I have, all that I'll ever need is right here insideLet the winds of freedom be my guide[Chorus]Looking down from ethereal skiesSilent crystalline tears I cryFor all must say their last goodbye to paradiseLooking down from ethereal skiesSilent crystalline tears I cryFor all must say their last goodbye to paradise[Post-Chorus]Say goodbye, goodbye[Guitar Solo][Bridge]So I've cheated and I've liedBeen the victim of foolish prideAnd I've begged and I've crawledAnd I've battled it and bled for it allSo I'll savor the downfall of paradise[Chorus]Looking down from ethereal skiesSilent crystalline tears I cryFor all must say their last goodbye to paradiseLooking down from ethereal skiesSilent crystalline tears I cryFor all must say their last goodbye to paradiseLooking down from ethereal skiesSilent crystalline tears I cryFor all must say their last goodbye to paradise"
Paradise Lost,Metal,Doom Metal,Faith Divides Us - Death Unites Us,"[Verse 1]Refrain from the way we wereSlain the invincibleChanged are the ways of manFortitude to face the path[Chorus]Vanquish the painDon't want to see it failFaith divides us, death unites usVanquish the painDon't want to seek despairFaith divides us, death unites us[Verse 2]Tears for a hopeless caseOutside is still so vagueFrayed the landscapes of oldCleared the indelible[Chorus]Vanquish the painDon't want to see it failFaith divides us, death unites usVanquish the painDon't want to seek despairFaith divides us, death unites us[Bridge]Cannot sleep through darkened skiesCannot dream until it's overCannot sleep through darkened skiesCannot dream until it's over[Chorus]Vanquish the painDon't want to see it failFaith divides us, death unites usVanquish the painDon't want to seek despair"
Pentagram,Metal,Doom Metal,Bir,[1. Bölüm]Ateş toprak hava olmuşYağmur olmuş hayat vermiş sanaKalbin olmuş ruhun olmuşAklın olmuş yol göstermiş sanaBir ömürlük macerandaHikayeni anlat banaNe anlam verdin sen bunaRuhunda neler var senin[Nakarat]Korkma ondan bundanNe ölümden ne hayattanBu dünyada gördüklerininHepsi bir hepsi haktan[2. Bölüm]Atalarına malum olmuşKitap yazmış anlatmışlar sanaİmam rahip rehber olmuşYalan yanlış aktarmışlar sanaGünümüzün dünyasındaHepsi aynı hepsi alaİsa Musa Muhammed BudaNeyin varsa bilmiş seninİnsanoğlu kendini ararDünya döner milim milimEğer göçüp gidersen bugünYarım kalan işin var senin[Nakarat]Korkma ondan bundanNe ölümden ne hayattanBu dünyada gördüklerininHepsi bir hepsi haktanKorkma ondan bundanNe cehennem ne de şeytanBu dünyada bildiklerininHepsi bir hepsi haktan
Pentagram,Metal,Doom Metal,Sonsuz,"[Verse 1: Gökalp Ergen]Sanırsın, dağlarda yol olmazUsanırsın, kalbinde güç kalmazUzanırsın, oof, yarın olmaz[Verse 2: Ogün Sanlısoy]Zor günlerin ardında huzur olmaz kiHer zaman umutlar yön bulmazYarın olsa da, beklenen gün olmaz[Chorus: Gökalp Ergen & Ogün Sanlısoy]Sözlerim gerçektir, yüreğim kardeştir her zamanUmudum sonsuzdur, uğraşım bitmez hiçbir zamanGeliyor geçiyor hayat, dönüyor durmuyor dünyaGeliyor geçiyor zaman, dönüyor durmuyor dünya[Verse 3: Murat İlkan]Sanırsın, yalnızlık tek dostun, aldanırsınKaçmakla bitmiyor hiçbir zaman, yalnızlığın[Chorus: Gökalp Ergen, Ogün Sanlısoy & Murat İlkan]Sözlerim gerçektir, yüreğim kardeştir her zamanUmudum sonsuzdur, uğraşım bitmez hiçbir zamanGeliyor, geçiyor hayat, dönüyor durmuyor dünyaGeliyor geçiyor zaman, dönüyor durmuyor dünyaGeliyor geçiyor hayat, dönüyor durmuyor dünyaGeliyor geçiyor zaman, dönüyor durmuyor dünyaGeliyor geçiyor hayat, dönüyor durmuyor dünyaGeliyor geçiyor zaman, dönüyor durmuyor dünyaGeliyor geçiyor hayat, dönüyor durmuyor dünyaGeliyor geçiyor zaman, dönüyor durmuyor dünya"
Pentagram,Metal,Doom Metal,Şeytan Bunun Neresinde,"[Bölüm 1]Telli sazdır bunun adıNe ayet dinler, ne kadıBunu çalan anlar kendi[Nakarat X3]Şeytan bunun neresinde?[Bölüm 2]Abdest alsa, aldım demezNamaz kılsa, kıldım demezMüftü gibi haram yemez[Nakarat X3]Şeytan bunun neresinde?[Bölüm 3]İstanbuldan çıkar teliArdıç ağacından koluBe Allah'ın sersem kulu[Nakarat X3]Şeytan bunun neresinde?[Bölüm 4]Boynuzu yok, kuyruksuzdurAyağı da çarıksızdırDertli gibi sarıksızdır[Nakarat X3]Şeytan bunun neresinde?"
Pentagram,Metal,Doom Metal,Geçmişin Yükü,"[Verse 1]Bizler Tanrı'nın yetim çocuklarıCennetten düşen umut sürgünleriHer şey Adem'in ilk oğlundan beriAz çok eskisi gibi[Refrain]Gölgeler seyreder uzaktan biziAğlatırken güldüren masalların ülkesiYarını mühürleyen bir rüya gibiOmzumuzdan düşmüyor geçmişin yükü[Verse 2]Bizler Tanrı'nın kırık hayalleriDevr-i dünyanın kader yorgunlarıBağlı gözleri, çözülmüyor düğümleriTükenmeden nefesleri[Refrain]Gölgeler seyreder uzaktan biziAğlatırken güldüren masalların ülkesiYarını mühürleyen bir rüya gibiOmzumuzdan düşmüyor geçmişin yüküGölgeler seyreder uzaktan biziAğlatırken güldüren masalların ülkesiYarını mühürleyen bir rüya gibiOmzumuzdan düşmüyor geçmişin yükü[Outro]Gölgeler seyreder (..seyreder..) uzaktanGölgeler seyreder (..seyreder..) uzaktanGölgeler seyreder (..seyreder..) uzaktanGölgeler seyreder (..seyreder..) uzaktan"
Pentagram,Metal,Doom Metal,Pentagrama,"[Intro: Pashata]JS БРАТМЕЕ[Verse 1: Pashata]Първо им даааме нещатаА после прибирам документитеСмея да твърда, че съм тарикатВ джоба на Balmain-а са ми аргументитеОбичам кучките високиТака ги искам и процентитеДобре дошла на MBT AirlinesСкъпа полета ще е от турболентнитеИ твойта пак под мен се гърчиВсе едно ѝ прайм екзорсизъмСамо топ стока в моя организъмWhite power, не брат тва не е расизъмВ клуба с много криви хора влизамИ направо кат ни видат като мифки потичатНормално да не ги обичат тея дето кат се-Разминават с жените им отзад ги засичатА те обичат, скъпите парцали да обличат-Да се гласят, да се кичятАма я ела на сутринта след нас да ги вийш на кво ще заприличатСамо малко аванта на тея им пусни и вече почват се увличатВсе едно ми предлагат женидба, в очите ме гледат и коленичат[Chorus: Boris]Пищят пичетата трап мелодрамаБезплатен каталог в инстаграмаСърцето дяволско на пентаграмаТоя живот на риск за мен е карма[Post-Chorus: Boris]За тва дет прайме няма диаграмаДве кукли ми правят порно програмаВ резачката тавана панорамаНа кръста носа Gucci катарама(x2)[Verse 2: Boris]Тая музика не е за всеки, от нея балъка сричаЧуваш тея рими толко болни и знаеш с ръба на нелегалното граничатИнституциите привличат, затва на сцената съм маскиран като нинджаМа си лапам доволно, по мене часовници, камъни ебати клинджа[Chorus: Boris]Пищят пичетата трап мелодрамаБезплатен каталог в инстаграмаСърцето дяволско на пентаграмаТоя живот на риск за мен е карма[Post-Chorus: Boris]За тва дет прайме няма диаграмаДве кукли ми правят порно програмаВ резачката тавана панорамаНа кръста носа Gucci катарама"
Pentagram,Metal,Doom Metal,Lions in a Cage,"Wish that I had been born long beforeMy brother's got me up against the wallOf my siblings I'm the lucky oneLeft alive here where there is no sunI was put here at the age of fourFifty odd years spent behind a doorOne more day and I will be the kingPeople will believe it, they'll believe in anythingSee the lions in the cage, See the victims of the rageLions, lions in a cage, fifty years behind a wallLions, lions in a cage, see those lions in the cageThirteen yards of dusty dungeon floorIs the longest path I've walked beforeThey took me out into the glaring sunAnd still they tell me I'm the lucky oneSingle out the weak link in the chainA generation damaged in the brainI'll lift my head up high and see the sunAnd then when it's my turn, I'll make sure that I spare no oneSee the lions in the cage, See the victims of the rageLions, lions in a cage, fifty years behind a wallLions, lions in a cage, see those lions in the cageWhose hands are these? They reach in and take my own lifeWith my hands... But I've killed my brothers, too. When I had toI have no doubt. I have no soul. Whose hands are these?Who took away the light? Who has the right? Who gives a damn!""Do what you will"" shall be the whole of the law!"
Pentagram,Metal,Doom Metal,Gündüz Gece,"[Verse 1]Uzun ince bir yoldayımGidiyorum gündüz geceBilmiyorum ne haldeyimGidiyorum gündüz geceGündüz gece, gündüz gece[Verse 2]Dünyaya geldiğim andaYürüdüm aynı zamandaİki kapılı bir handaGidiyorum gündüz geceGündüz gece, gündüz gece, vay![Verse 3]Şaşar Veysel iş bu haleKah ağlaya, kahi güleYetişmek için menzileGidiyorum gündüz geceGündüz gece, gündüz gece[Chorus]İki kapılı bir handaGidiyorum gündüz geceGündüz gece, gündüz geceBilmiyorum ne haldeyimGidiyorum gündüz geceGündüz gece, gündüz gece"
Pentagram,Metal,Doom Metal,Black Pentagram,[Verse 1]Usumurasaki iro no kiri no nakaIkudo mo mite ita yume no shiroTsubasa haeta inu no tooboe waAnata wo michibiku shito no koe[Pre-Chorus]Seija ni shi no senrei woHigan wo sukuu mukui wo[Chorus]Akumu wo misete ageruHitai ni kizanda　Kuroki hoshi woFutatabi mezameru tokiAnata no kokoro ni　Yomigaeru[Verse 2]Dare yori mo utsukushii yuujin waKagami ni utsutta tsumi no iroAbiru hada ni nijimu senketsu gaWatashi no sakebi ni kodama suru[Pre-Chorus]Seija ni hi no sensei woHigan ni sukuu akui wo[Chorus]Noroi wo kashite ageruSono mi ni nagareru　Ouke no chi woFutatabi mezameru tokiAnata wo nokotte　Yomigaeru[Bridge]Takaki tou no itadaki eChijoku wo kakusu you niWasurerareta tamashii waKono hi wo machiwabite[Pre-Chorus]Seija ni shi no senrei woHigan wo sukuu mukui wo[Chorus]Akumu wo misete ageruHitai ni kizanda　Kuroki hoshi woFutatabi mezameru tokiAnata no kokoro e[Chorus]Tobira wo hiraku ga iiAkuma to chigitta　Sono akashi woKarada wa tsuchi ni kaeriAnata wo kuratte　Yomigaeru[Outro]Watashi ga anata ni　Kawatte ikiru no
Pentagram,Metal,Doom Metal,Bu Alemi Gören Sensin,"Bu alemi gören sensinYok gözünde perde seninHaksıza yol veren sensinYok mu suçun bunda seninBu alemi gören sensinKainatı sen yarattınHer şeyi yoktan var ettinBeni çıplak dışar' attınCömertliğin nerde seninBu alemi gören sensinAdem'i sürdün, bakmadınCennette de bırakmadınŞeytanı niçin yakmadınCehennemin var da seninBu alemi gören sensinVeysel neden aklın ermezUzun kısa dilin durmazEller tutmaz gözler görmezBu acayip sır da seninBu alemi gören sensin"
Pentagram,Metal,Doom Metal,Forever My Queen,"[Verse 1]I'm running away with myselfAnd I think I ran a little too farYour love is more than a teaseAnd I'm gonna give it all of my heart[Chorus 1]Situation all wrapped upAnd no more need to be said, oh no[Verse 2]You live in my world, gotta heed meAnd I know that you can 'cause you need meThere ain't nothin' gonna stop us nowWe're willing and we both know how[Chorus 2]And baby, you're gonna be my queenA king always knows just what he meansWell, alright[Verse 3]The future looks only a seaOf the troubled times ahead for you and meAnd the desert oasis' just sandFor the kingdom and all of my plansOh no, I said all will fall, yeah[Guitar Solo]"
Katatonia,Metal,Doom Metal,My Twin,"[Verse 1]The neck, then the chainThe head is hung in shameThe neck, then the chainThe head is hung in shameI thought that you had grownThat you would carry onBut now, that I am goneWhat else been withdrawn[Chorus]You used to be like my twinAnd all that's been, was it all for nothing?Are you strong when you're with him?The one who's placed you above us all[Verse 2]I think of loveI let it passIt feels like fireBut it won't lastYou used to be like my twinAnd all that's been, was it all for nothing?Are you strong when you're with him?The one who's placed you above us all[Chorus]You used to be like my twinAnd all that's been, was it all for nothing?Are you strong when you're with him?The one who's placed you above us all[Bridge]What is it coming to?I'm unwilling to go onYou have lost, no one has won[Chorus]You used to be like my twinAnd all that's been, was it all for nothing?Are you strong when you're with him?The one who's placed you above us allYou used to be like my twinAnd all that's been, was it all for nothing?Are you strong when you're with him?The one who's placed you above us all"
Katatonia,Metal,Doom Metal,Old Heart Falls,[Verse 1]The weighted clouds coming byHas me looking right here under the skyAnd I left my homePassed the evening firesIn the blink of an eyeI had closed the door behind me[Verse 2]The vapor of old loveWill transfigure through a veil of clarityI sense my graveWay below the mire[Verse 3]Sorrow will find youIts voice has given way to mineHeart pumps death into our heredityWho wants to come with me?[Chorus]For every dream that is left behind meI take a bowWith every war that will rage inside meI hear the soundOf another day in this vanishing lifeReturned to dustAnd every chance I pushed awayInto the night[Verse 4]Time won't let goIt's got you in debt nowAnd it's got me crawlingAll the way back to the startI swear that I saw you thereYour hands were reaching out for mineSorrow will find you[Chorus]For every dream that is left behind meI take a bowWith every war that will rage inside meI hear the soundOf another day in this vanishing lifeReturned to dustAnd every chance I pushed awayInto the night[Outro]I sense my graveWay below the mire
Katatonia,Metal,Doom Metal,Decima,"[Verse 1]Leaving the choirs behind to singOf anything fair, of lilac springA dream of truce behind my eyesA life of journeys will unwindEmerge through idle air[Chorus]Born under a troubled signWill it hurt to see me findThe long lost peace of mindDarling, you had me here for a whileBreaks my heart to see you cryIn the wake of incomplete timeDarkness overthrows[Verse 2]The map of nowhere is in my handThe roads are blurred, sojourner's landSo take however long you want (but don't forget, my love)You pledged yourself to come along[Bridge]You're lost in reveries, holding back the tearsFaint sound of the wiresThe butterfly is in the fire nowLost in a memory, holding my handOne heart's in the groundThe other is veiled in silver all around[Chorus]Born under a troubled signWill it hurt to see me findThe long lost peace of mindDarling, you had me here for a whileBreaks my heart to see you cryIn the wake of incomplete time"
Katatonia,Metal,Doom Metal,Lacquer,"[Verse 1]My voice channelingA circuit's endThe house we lived inStricken with blightFinding ways to kill the pain(Kill the pain, kill the pain)Let the river run wildDreams shatteringAerial sound[Chorus]Scrape the lacquerCan't you see it's all tarnished?[Verse 2]Tried the poiseTo radiateTried my wordsTo illustrateFinding ways to end the pain(Ways to end the pain, ways to end the pain)Let the river run wildDreams shatteringFixing to die[Chorus]Scrape the lacquerCan't you see it's all tarnished?[Post-Chorus]The levee breakingI can't live to fight once moreThe levee breakingI can't live to fight once more[Bridge]The road to the grave is straight as an arrowI'm just staying around to sing your song, babyThe road to the grave is straight as an arrowI'm just staying around to sing your song, baby[Verse 3]My voice travellingSoaring bird above your headThe house we lived inRidden with disease[Chorus]Scrape the lacquerCan't you see, it's all tarnished?[Post-Chorus]The levee breakingI can't live to fight once moreThe levee breakingI can't live to fight once more[Outro]The road to the grave is straight as an arrowI'm just staying around to sing your song, babyThe road to the grave is straight as an arrowI'm just staying around to sing your song, baby"
Katatonia,Metal,Doom Metal,Unfurl,At city centre 9 pmJust like you wroteAnd i try to think aboutSnow coming inJust like beforeI will be on stand-byReleasing the vapourInto the lungLetting the wings unfurlAnd for a moment i feel youngI call on the birdUnfurlIt's time to chose side nowThat's what you saidWhen we talked on the phoneSo white our eyesYou are stillAre you paralyzedReleasing the vapourInto the lungLetting the wings unfurlAnd for a moment i feel youngI call on the birdUnfurlUnfurl
Katatonia,Metal,Doom Metal,Gone,"[Verse]A dead start in my head and the day's been laidThe things I really want, always torn from my heartYou never saw the way how I wanted you to stayAnd now you're gone, I'm on my own[Outro]When I was thinking this was something permanentYou were already thinking of going away"
Katatonia,Metal,Doom Metal,Day,"[Verse 1]Grey park look the sameAnd the days are paleI never thought it would rain this wayI should be knowing that, it used to be me[Chorus]Let's stay here for a whileIs something gonna happen today?[Verse 2]Your smile has decayedIt will never be the sameI never thought I would laugh againI should be knowing this, it used to be me[Chorus]Let's stay here for a whileIs something gonna happen today?Let's stay here for a whileIs something gonna happen today?[Bridge]Now it's dark and you're colderNow it's dark and I'm olderNow it's dark and you're colderAnd you tell me my parks are grey[Chorus]Let's stay here for a whileIs something gonna happen today?Let's stay here for a whileIs something gonna happen today?[Verse 3]Grey park look the sameAll the days are paleI never thought it would rain this wayI should be knowing that, it used to be me[Chorus]Let's stay here for a whileIs something gonna happen today?Let's stay here for a whileIs something gonna happen today?"
Katatonia,Metal,Doom Metal,Deliberation,"[Verse 1]Visions come, visions comeIn a sickroom bedThere's something left to learnPass them on, let it showLet the rich meet deathConfront our own concern[Pre-Chorus]See us sleep behind the glass, unaware of crimeWill you wake us up before it is time?[Verse 2]The red circle holds the only lightBreak down my perspectiveAnd notify everyone when the time is rightMy mouth remains inactive[Pre-Chorus]See us sleep behind the glass, unaware of crimeWill you wake us up before it is time?[Chorus]So when you let me inYou let me justify my own rewardYou put your hands on meAnd I learn the words I didn't know before[Verse 3]I am ice, I am clearLet the world be coldOur deliberationPass them on, let it showLet the words come slowYour constant incantation[Pre-Chorus]See us sleep behind the glass, unaware of crimeWill you wake us up before it is time?[Chorus]So when you let me inYou let me justify my own rewardYou put your hands on meAnd I learn the words I didn't know before[Bridge]Repeating cycle of light / no lightThere's nothing in the airspaceThere's no one in the airspaceRepeating cycle of love / no love[Pre-Chorus]See us sleep behind the glass, unaware of crimeWill you wake us up before it is time?[Chorus]So when you let me inYou let me justify my own rewardYou put your hands on meAnd I learn the words I didn't know before"
Katatonia,Metal,Doom Metal,In the White,"Are you in or are you out?The words are stones in my mouthHush, little baby, don't you cryTruth comes down, strikes me in the eyeTurning seasons withinBrand new nails across my skinBut who am I to imply that I was found?Then I found you in the whiteTo overcome this, I become one withThe quiet cold of late NovemberIf you don't see, I'll remain unseenUntil there's time to be rememberedSo I had a green lightI was lost in city lightsNot so far from a tryThis is not our last goodbyeSo I had a green lightI was lost in city lightsNot so far from a tryThis is not our last goodbyeAre you in or are you out?The words are stones in my mouthHush, little baby, don't you crySo I found you, found a way all throughThe quiet cold of inner darknessNow that you're here, it becomes so clearI have waited for you always"
Katatonia,Metal,Doom Metal,July,[Verse]You come cleanWaves collide nowDefenseless numb armsAnd no voice of reason[Refrain]So how come you invited me too?You knew I wanted youYou glide aboveSo this night belongs to youI know this isn't throughAre you dead to love?[Chorus]I see the bright lightsIt's the month of JulyIt's violent hereWhy have you left me?If only you could stayAnd keep me inIt's violent hereWhy did you run from me?[Refrain]So how come you invited me too?You knew I wanted youYou glide aboveSo this night belongs to youI know this isn't throughAre you dead to love?[Instrumental Break][Bridge]HeatNight devour meHeatNight devour meRepeatRepetition[Chorus]I see the bright lightsIt's the month of JulyIt's violent hereWhy have you left me?If only you could stayAnd keep me inIt's violent hereWhy did you run from me?
Solitude Aeturnus,Metal,Doom Metal,Scent of Death,"Flesh peeled exposing the rotting scent of deathThe center of damnationTears Shed Falling into the abyssSorrow wraps its armsOn knees I bend wounds enraptureBreaking - Writhing - God's pain eternalInto oblivion once again - sights focusWith blind resolve - killing the childBorn from lifeThe stench of pleasureDrowned in failed visionsA rip through timeBorn from lifeThe stench of pleasureDrowned in failed visionsA rip through timeDestroyed and beaten - A Black shadow loomsDestroyed and beaten - The shadow loomsBorn from lifeThe stench of pleasureDrowned in failed visionsA rip through timeBorn from lifeThe stench of pleasureDrowned in failed visionsA rip through timeTake meLaid - ExposedAnd deadA world bears uponThis wretched creatureThe prayers of relief - Soon unansweredThe child - Further into the dark fadesObliterated by the hands of the now deadUpon my side they restNo longer, no longer wishing for lifeThe child lets goThe child lets goBuried, buried in blood"
Solitude Aeturnus,Metal,Doom Metal,Mirror of Sorrow,"[Verse 1]In a blackened blur of crowding cloudsI dropped my sorrow among the leavesI took my place, as wise men doAs the storm prepared its release[Chorus]Through raging winds and weeping skiesI sat in the loneliness of solitudeI washed my eyes in growing streamsEarth's resistance, true magnitude[Verse 2]As a black sky faded to blueAnd again, the Earth felt the sunriseA silver mirror stood before meBequeath of the silent rainbow[Chorus]A beautiful mirror of radiant splendorAs ominous as the autumn moonIt brought upon me, endless wonderYet, spoke of some unknown doomAs I reflect back on that dayNo words could ever tellI saw my worldBut could not see myself[Verse 3]In strange visionsAnd through the windows of dreamsWe solemnly gaze beyondWhat is revealed to our eyesExists already, in our minds[Chorus]Through raging winds and weeping skiesI sat in the loneliness of solitudeI washed my eyes in growing streamsEarth's resistance, true magnitude"
Solitude Aeturnus,Metal,Doom Metal,Shattered My Spirit,Leave me now my weary soulLike the rain of sorrow fallsThrough the cracks of crumbling stoneDeep within my wallsSee me now my empty lifeThrow away all your liesThe tears for all the angelsWill never reach the sky[Chorus]The shadow and the sunAre no longer oneHave I lost the light?Shatter my Spirit tonightI've given all that I can giveIt never seemed enoughMy blood is in this fireBurning all my trustAnother face of a sunless dayAnother moonless nightI must surrender to the dreamI can no longer fight[Chorus]The shadow and the sunAre no longer oneHave I lost the light?Shatter my Spirit tonightI cannot pretend...This is the endI cannot pretend...Is this really the end?[Chorus]The shadow and the sunAre no longer oneHave I lost the light?Shatter my Spirit tonightSo leave me now my weary soulMy sorrow here is spentThese foolish lies that we denyAre taking all we give
Solitude Aeturnus,Metal,Doom Metal,Waiting for the Light,"Sunlight fails youThe darkness fallsUpon your - Pale soft skinWet, dripping painBound by blackLucid dreams - From injected steelI see the sadness falling from your faceYou cry out loudI see the sadness falling from your faceYou cry out loudI see the sadness falling from your faceYou cry out loudThe mounting fearA muffled cryWide open - eyes spilling lifeYou'll still be waiting for the lightWaitingYou'll still be waiting for the lightWaitingYou'll still be waiting for the lightWaitingYou'll still be waiting for the lightWaiting"
