Band,Genre,Subgenre,Song Title,Lyrics
Guns N' Roses,Rock,Hard Rock,Rocket Queen,"[Instrumental Intro 00:00-00:47][Verse 1]If I say I don't need anyone, I can say these things to you'Cause I can turn on anyone just like I've turned on you I've got a tongue like a razor, a sweet switchblade knife And I can do you favors, but then you'll do whatever I like[Chorus]Here I am, and you're a Rocket Queen I might be a little young, but, honey, I ain't naive Here I am, and you're a Rocket Queen, oh yeah I might be too much, but, honey, you're a bit obscene[Verse 2]I've seen everything imaginable pass before these eyes I've had everything that's tangible, honey, you'd be surprised I'm a sexual innuendo in this burned-out paradise If you turn me on to anything, you better turn me on tonight[Chorus]Here I am, and you're a Rocket Queen I might be a little young, but, honey, I ain't naive Here I am, and you're a Rocket Queen, oh yeah I might be too much, but, honey, you're a bit obscene Ow! Cha![Instrumental Break 02:09-03:04][Guitar Solo][Chorus]Here I am, and you're a Rocket Queen I might be a little young, but, honey, I ain't naive Here I am, and you're a Rocket Queen, oh yeah I might be too much, but, honey, you're a bit obscene, ow[Instrumental Break 03:20-04:04][Bridge]I see you standin', standin' on your own It's such a lonely place for you, for you to be If you need a shoulder, or if you need a friend I'll be here standing until the bitter end No one needs the sorrow, no one needs the pain I hate to see you walking out there, out in the rain So, don't chastise me or think I, I mean you harm Of those that take you, leave you strung out much too far Baby, yeah, oh-oh-oh-oh-oh-oh-oh-oh No, no, no, no, no, no, no, no, no, baby, yeah[Instrumental Break 05:31-05:49][Guitar Solo][Outro]Don't ever leave me, say you'll always be there All I ever wanted was for you to know that I care"
Van Halen,Rock,Hard Rock,Panama,"[Intro]Ooh Oh, yeah Uh-huh, ah![Verse 1]Jump back, what's that sound?Here she comes, full blast and top down Hot shoe, burning down the avenue Model citizen, zero discipline[Pre-Chorus]Don't you know she's coming home to me?You'll lose her in the turn I'll get her, ah![Chorus]Panama Panama Panama Panama[Verse 2]Ain't nothin' like it, her shiny machine Got the feel for the wheel, keep the moving parts clean Hot shoe, burning down the avenue Out an on-ramp coming through my bedroom[Pre-Chorus]Don't you know she's coming home to me?You'll lose her in the turn I'll get her, ah!Uh-oh[Chorus]Panama Panama, ow Panama, ah Panama, oh-oh-oh-oh Woo![Guitar Solo][Spoken Interlude]Ah Yeah, we're running a little bit hot tonight I can barely see the road from the heat coming off it, I say I reach down between my legs and Ease the seat back[Bridge]She's blinding, I'm flying Right behind in rearview mirror now Got the fearing, power steering Pistons popping, ain't no stopping now[Chorus]Panama Panama Panama Panama, oh-oh-oh-oh Panama Panama, oh-oh-oh-oh Panama"
Van Halen,Rock,Hard Rock,Jump,"[Intro]Ow![Verse 1]I get up, and nothing gets me down You got it tough, I've seen the toughest around And I know, baby, just how you feel You got to roll with the punches to get to what's real[Pre-Chorus]Oh, can't you see me standing here?I got my back against the record machine I ain't the worst that you've seen Oh, can't you see what I mean?[Chorus]Ah, might as well jump (Jump!)Might as well jump Go ahead and jump (Jump!)Go ahead and jump[Verse 2]Hello! Hey, you! Who said that?Baby, how you been?You say you don't know You won't know until you begin[Pre-Chorus]So can't you see me standing here?I've got my back against the record machine I ain't the worst that you've seen Oh, can't you see what I mean?[Chorus]Ah, might as well jump (Jump!)Go ahead and jump Might as well jump (Jump!)Go ahead and jump[Post-Chorus]Jump![Guitar Solo][Keyboard Solo][Chorus]Might as well jump (Jump!)Go ahead and jump Get it and jump (Jump!)Go ahead and jump[Outro]Jump Jump Jump Jump"
Van Halen,Rock,Hard Rock,Hot for Teacher,"[Instrumental Intro][Interlude]Oh wow, man, that's it Wait a second, man What do you think the teacher's gonna look like this year?My butt, man Oh, uh Oh, yeah[Verse 1]T-t-teacher, stop that screamin', teacher, don't you see?Don't wanna be no uptown fool Maybe I should go to Hell, but I'm doin' well And teacher needs to see me after school[Pre-Chorus]I think of all the education that I missed But then my homework was never quite like this[Chorus]Ow, got it bad, got it bad, got it bad I'm hot for teacher I've got it bad, so bad I'm hot for teacher[Interlude]Hey, I heard you missed us, we're back I'm ready I brought my pencil Gimme something to write on, man Yeah, go Uh Ooh[Verse 2]I heard about your lessons, but lessons are so cold I know about this school Little girl from Cherry Lawn, how can you be so bold?How did you know that golden rule?[Pre-Chorus]I think of all the education that I missed But then my homework was never quite like this[Chorus]Woah, got it bad, got it bad, got it bad I'm hot for teacher I've got it bad, so bad I'm hot for teacher, wha-oh[Guitar Solo][Interlude]Oh man, I think the clock is slow, man What are you doing this weekend?I don't feel tardy Class dismissed Ooh, yeah[Chorus]I've got it bad, got it bad, got it bad I'm hot for teacher Oh Oh, a-yes, I'm hot Wow[Outro]Oh my God Woo"
Van Halen,Rock,Hard Rock,Runnin’ With the Devil,"[Intro]Yeah, yeah, yeah Ahh, yeah[Verse 1]I live my life like there's no tomorrow And all I've got I had to steal Least I don't need to beg or borrow Yes, I'm livin' at a pace that kills Ooh, yeah[Chorus](Runnin' with the devil)Ah, ah-ha yeah, whoo-hoo-ooh(Runnin' with the devil)I'll tell ya all about it[Verse 2]I found the simple life ain't so simple When I jumped out on that road I got no love, no love you'd call real Ain't got nobody waitin' at home[Chorus]Ahh, yeah(Runnin' with the devil)God damn it, lady, you know I ain't lying to ya I'm only gonna tell you one time Aah, yeah(Runnin' with the devil)Yes, I am Yeah[Guitar Solo]Whoo Whoo[Verse 3]You know I—I found the simple life weren't so simple, no When I jumped out on that road Got no love, no love you'd call real Got nobody waiting at home[Chorus]Ahh, yeah(Runnin' with the devil)Oh god, oh god, I'm running, oh yeah(Runnin' with the devil)Uh, uh, one more time[Bridge]Woo[Outro](Runnin' with the devil)(Runnin' with the devil)(Runnin' with the devil)(Runnin' with the devil)"
Van Halen,Rock,Hard Rock,Ain’t Talkin’ ’Bout Love,"[Intro][Verse 1]I heard the news, baby All about your disease Yeah, you may have all you want, baby But I got somethin' you need Oh, yeah![Chorus]Ain't talkin' 'bout love My love is rotten to the core Ain't talkin' 'bout love Just like I told you before Yeah, before[Verse 2]You know you're semi-good lookin'And on the streets again Ooh yeah, you think you're really cookin', baby You better find yourself a friend, my friend[Chorus]Ain't talkin' 'bout love My love is rotten to the core Ain't gonna talk about love Just like I told you before Before, uh, before, uh, before, before[Guitar Solo][Chorus]Ain't talkin' 'bout love Babe, it's rotten to the core Ain't talkin' bout love Just like I told you before Uh, before[Breakdown]I've been to the edge And there I stood and looked down You know I lost a lot of friends there, baby I got no time to mess around[Bridge]Mmm, so if you want it, got to bleed for it, baby Yeah! Got to, got to bleed, baby Mmm, you got to, got to bleed, baby Hey! Got to, got to bleed, baby[Chorus]Ain't talkin' 'bout love My love is rotten to the core Ain't talkin' 'bout love Just like I told you before Before, before[Chorus]Ain't talkin' 'bout love Don't wanna talk about love Don't need to talk about love Ain't gonna talk about love No more, no more, ahhh![Guitar Solo][Outro]Hey, hey, hey!Hey, hey, hey!Hey, hey, hey!Hey, hey, hey!Hey, hey, hey!Hey, hey, hey!Hey, hey, hey!Hey, hey, hey!Hey, hey, hey!"
Van Halen,Rock,Hard Rock,Ice Cream Man,"[Intro]Dedicate one to the ladies Now summertime's here, babe, need somethin' to keep you cool Ah, now summertime's here, babe, need somethin' to keep you cool Better look out now though, Dave's got somethin' for you (Tell ya what it is)[Chorus]I'm your ice cream man, stop me when I'm passin' by Oh, my, my, I'm your ice cream man, stop me when I'm passin' by See, now, all my flavors are guaranteed to satisfy(Hold on a second, baby)[Refrain]I got puddin’ pie banana, dixie cups All flavors and push-ups too[Chorus]I'm your ice cream man, baby, stop me when I'm passin' by See, now, all my flavors are guaranteed to satisfy(Hold on, one more)[Verse]Well, I'm usually passin' by just about eleven o'clock, ha-heh, I never stop I'm usually passin' by, just around eleven o'clock And if you let me cool you one time, you'll be my regular stop(All right, boys)[Refrain]I got puddin’ pie banana, dixie cups All flavors and push-ups too[Chorus]I'm your ice cream man, stop me when I'm passin' by See, now, all my flavors are guaranteed to satisfy, yes I'm your ice cream man, stop me when I'm passin' by I'm your ice cream man, stop me when I'm passin' by They say all my flavors are guaranteed to satisfy Ah, one time[Guitar Solo]Ow! Ha ha![Chorus]I'm your ice cream man, stop me when I'm passin' by I'm your ice cream man, stop me when I'm passin' by They say all my flavors are guaranteed to satisfy(One time, boys)[Outro]I'm your ice cream man I'm your ice cream man B-b-b-b-b-b-b-baby Ah my, my, my All my flavors are guaranteed To satisfy Ow"
Van Halen,Rock,Hard Rock,Dance the Night Away,"[Verse 1]Have you seen her, so fine and pretty?Fooled me with her style and ease And I feel her from across the room Yes, it's love in the third degree[Pre-Chorus 1]Ooh, baby, baby Won't cha turn your head my way?Ooh, baby, baby Come on, take a chance, you're old enough to[Chorus]Dance the night away Oh, come on, baby, dance the night away[Verse 2]A live wire Barely a beginner, but just watch that lady go She's on fire'Cause dancing gets her higher than anything else she knows[Pre-Chorus 2]Ooh, baby, baby Won't cha turn your head my way?Ooh, baby, baby Well, don't skip romance, 'cause you're old enough to[Chorus]Dance the night away Oh, come on, baby, dance the night away[Bridge]Ohh, oh-oh-oh, oh yeah[Instrumental Interlude][Outro]Dance the night away Hey, hey, yeah Dance, dance, dance the night away Uh-come on, baby Dance the night away Hey, hey, yeah Dance, dance, dance the night away Uh-come on, baby, baby Dance the night away Ooh, ooh-ooh-ooh, yeah Dance, dance, dance the night away Ahh, ahh-ah, ow!"
Van Halen,Rock,Hard Rock,Atomic Punk,"[Verse 1]I am a victim of the science age, uh A child of the storm, whoa yes I can't remember when I was your age For me, time's no more, no more[Chorus]Nobody rules these streets at night but me The atomic punk![Verse 2]Whoa yeah, wow I am the ruler of these nether worlds The underground, whoa yes On every wall and place my fearsome name is heard Just look around, whoa yes[Chorus]Nobody rules these streets at night but me The atomic punk![Guitar Solo](Ooo, Ahhh)[Verse 2]I am the ruler of these nether worlds The underground, oh, oh On every wall and place my fearsome name is heard Look around, whoa yeah[Chorus]Nobody rules these streets at night but me, nobody, ah The atomic punk"
Van Halen,Rock,Hard Rock,Right Now,"[Verse 1]Don't wanna wait 'til tomorrow Why put it off another day?One by one, little problems Build up, and stand in our way, oh One step ahead, one step behind it Now you gotta run to get even Make future plans or dream about yesterday? Hey Come on, turn, turn this thing around[Chorus]Right now, hey It's your tomorrow Right now Come on, it's everything Right now Catch that magic moment And do it right here and now It means everything[Verse 2]Miss the beat, you lose the rhythm And nothing falls into place, no Only missed by a fraction Slipped a little off your pace, oh The more things you get, the more you want Just trading one for the other Workin' so hard to make it easy, woah, got to turn Come on, turn this thing around[Chorus]Right now, hey It's your tomorrow Right now Come on, it's everything Right now Catch that magic moment Do it right here and now It means everything[Bridge]It's enlightening Right now What are you waitin' for?Oh Yeah Right now[Solo][Chorus]Right now, hey It's your tomorrow Right now Come on, it's everything Right now Catch that magic moment And do it right here and now (Right now)Oh, right now[Outro]It's what's happening Right here and now Right now It's right now Oh Tell me, what are you waiting for?Turn this thing around"
Van Halen,Rock,Hard Rock,You Really Got Me,"[Intro]Oooh![Verse 1]Girl, you really got me now You got me so I don't know what I'm doin'Girl, you really got me now You got me so I can't sleep at night[Chorus]Girl, you really got me now You got me so I don't know where I'm goin', yeah Oh yeah, you really got me now You got me so I can't sleep at night You really got me (Ohoh)You really got me  (Wo-oh)You really got me[Verse 2]Please, don't ever let me be I only want to be by your side Please, don't ever let me be I only want to be by your side[Chorus]Girl, you really got me now You got me so I don't know what I'm doing, yeah Oh yeah, you really got me now You got me so I can't sleep at night You really got me (Ah-ah)You really got me (Ah-ah)You really got me Oh no, no![Guitar solo][Bridge]Girl, you really got me now You got me so I don't know what I'm doing Girl, you really got me now You got me so I can't sleep at night[Chorus]Girl, you really got me now You got me so I don't know where I'm goin', yeah Oh yeah, you really got me now You got me so I can't sleep at night You really got me You really got me (Ohhh)You really got me[Outro]Oh, oh, oh!"
Def Leppard,Rock,Hard Rock,Pour Some Sugar on Me,"[Intro]Step inside Walk this way You and me babe Hey hey![Verse 1]Love is like a bomb, baby, c'mon get it on Livin' like a lover with a radar phone Lookin' like a tramp, like a video vamp Demolition woman, can I be your man?Razzle 'n' a dazzle 'n' a flash a little light Television lover, baby, go all night Sometime, anytime, sugar me sweet Little miss innocent sugar me, yeah[Pre Chorus]So c'mon, take a bottle, shake it up Break the bubble, break it up[Chorus]Pour some sugar on me Ooh, in the name of love Pour some sugar on me C'mon, fire me up Pour your sugar on me I can't get enough[Post Chorus]I'm hot, sticky sweet From my head to my feet, yeah[Verse 2]Listen! red light, yellow light, green-a-light go!Crazy little woman in a one man show Mirror queen, mannequine, rhythm of love Sweet dream, saccharine, loosen up Lucid love You gotta squeeze a little, squeeze a little Tease a little more Easy operator come a knockin' on my door Sometime, anytime, sugar me sweet Little miss innocent sugar me, yeah, yeah Give a little more[Pre Chorus]Take a bottle, shake it up Break the bubble, break it up[Chorus]Pour some sugar on me Ooh, in the name of love Pour some sugar on me C'mon, fire me up Pour your sugar on me I can't get enough[Post Chorus]I'm hot, sticky sweet From my head to my feet, yeah[Bridge]You got the peaches, I got the cream Sweet to taste, saccharine Cause I'm hot, hot, so hot, sticky sweet From my head, my head, to my feet Do you take sugar? one lump or two?[Pre Chorus]Take a bottle, shake it up Break the bubble, break it up[Chorus]Pour some sugar on me Ooh, in the name of love Pour some sugar on me C'mon fire me up Pour your sugar on me Oh, I can't get enough[Outro]Pour some sugar on me Oh, in the name of love Pour some sugar on me Get it, come get it Pour your sugar on me Pour some sugar on me Yeah! Sugar me!"
Def Leppard,Rock,Hard Rock,Rock of Ages,"[Spoken Intro: Robert ""Mutt"" Lange]Gunter glieben glauchen globen[Intro]Hm hm hm, tsk, tsk, tsk All right, yeah I got something to say Yeah, it's better to burn out Yeah, than fade away All right Ow Gonna start a fire C'mon[Verse 1]Rise up, gather round Rock this place to the ground Burn it up, let's go for broke Watch the night go up in smoke[Verse 2]Rock on (Rock on)Drive me crazier No serenade, no fire brigade Just the pyromania, come on[Pre-Chorus](What do ya want?) What do ya want?(I want rock 'n' roll) Yes, I do(Long live rock 'n' roll)[Verse 3]Oh, let's go let's strike a light We're gonna blow like dynamite I don't care if it takes all night Gonna set this town alight, c'mon[Pre-Chorus](What do ya want?) What do ya want?(I want rock 'n' roll) All right(Long live rock 'n' roll) Oh, yeah, yeah[Chorus]Rock of ages, rock of ages Still rollin', keep a-rollin'Rock of ages, rock of ages Still rollin', rock 'n' rollin'[Bridge 1]We got the power, got the glory Just say you need it And if you need it say yeah (Yeah!)Oh, yeah, heh heh heh heh Now listen to me[Verse 4]I'm burnin', burnin', I got the fever I know for sure, there ain't no cure So feel it, don't fight it, go with the flow And gimme, gimme, gimme, gimme one more for the road, yeah[Pre-Chorus](What do ya want?) What do ya want?(I want rock 'n' roll) You betcha(Long live rock 'n' roll) Now hit it[Guitar Solo][Chorus]Rock of ages, rock of ages Still rollin', keep a-rollin'Rock of ages, rock of ages Still rollin', rock 'n' rollin'[Bridge 2]We got the power, got the glory Just say you need it And if you need it say yeah (Yeah!)Say yeah (Yeah!)[Outro]We're gonna burn this damn place down, woo-hoo Down to the ground Heh heh heh heh heh heh heh heh"
Def Leppard,Rock,Hard Rock,Hysteria,"[Verse 1]Out of touch, out of reach, yeah You could try to get closer to me I'm in love, I'm in deep, yeah Hypnotized, I'm shaking to my knees[Pre-Chorus]I got to know tonight If you're alone tonight Can't stop this feeling Can't stop this fire[Chorus]Oh, I get hysterical, hysteria, oh, can you feel it, do you believe it?It's such a magical mysteria When you get that feeling better start believing Because it's a miracle, oh, say you will, ooh babe Hysteria when you're near[Verse 2]Out of me, into you, yeah You can hide, it's just a one way street Oh, I believe I'm in you, yeah Open wide that's right, dream me off my feet Oh, believe in me[Pre-Chorus]I got to know tonight If you're alone tonight Can't stop this feeling Can't stop this fire[Chorus]Oh, I get hysterical, hysteria, oh, can you feel it, do you believe it?It's such a magical mysteria When you get that feeling better start believing Because it's a miracle, oh, say you will, ooh babe Hysteria when you're near[Pre-Chorus]I got to know tonight If you're alone tonight Can't stop this feeling Can't stop this fire[Chorus]Oh, I get hysterical, hysteria, oh, can you feel it, do you believe it?It's such a magical mysteria When you get that feeling better start believing Because it's a miracle, oh, say you will, ooh babe Hysteria when you're near[Chorus 2]I get hysterical, hysteria When you get that feeling, you'd better believe it Better start believing, because it's a miracle Oh, say you will, oh babe, say you will[Outro]Get closer to me, get closer baby Baby, closer, get closer, closer to me"
Def Leppard,Rock,Hard Rock,Photograph,"[Intro]Huh![Verse 1]I'm outta luck, outta love Gotta photograph, picture of Passion killer, you're too much You're the only one I wanna touch[Verse 2]I see your face every time I dream On every page, every magazine So wild and free, so far from me You're all I want, my fantasy[Pre-Chorus]Oh, look what you've done to this rock 'n' roll clown Oh-oh, look what you've done[Chorus](Photograph)I don't want your (Photograph)I don't need your (Photograph)All I've got is a photograph But it's not enough[Verse 3]I'd be your lover, if you were there Put your hurt on me, if you dare Such a woman, you got style You make every man feel like a child, oh[Verse 4]You got some kinda hold on me You're all wrapped up in mystery So wild and free, so far from me You're all I want, my fantasy[Pre-Chorus]Oh, look what you've done to this rock 'n' roll clown Oh-oh, look what you've done[Chorus]I gotta have your (Photograph)I don't want your (Photograph)I don't need your (Photograph)All I've got is a photograph You've gone straight to my head[Guitar Solo][Pre-Chorus]Oh, look what you've done to this rock 'n' roll clown Oh-oh, look what you've done I gotta have your[Chorus]I gotta have your (Photograph)I don't want your (Photograph)I don't need your (Photograph)All I've got is a photograph I want to touch you[Outro]Ohhh(Photograph, photograph)Ohh yeah, photograph(Photograph, photograph)I need more, baby(Photograph)I'm all outta love(Photograph)I wanna love(Photograph)You're the only one(Photograph)I want to touch"
Def Leppard,Rock,Hard Rock,Love Bites,"[Intro]If you've got love in your sights Watch out Love bites[Verse 1]When you make love, do you look in the mirror?Who do you think of, does he look like me?Do you tell lies? And say that it's forever Do you think twice, or just touch and see?Ooh, babe Oh, yeah When you're alone, do you let go?Are you wild and willing or is it just for show?Ooh, come on[Pre-Chorus]I don't want to touch you too much, baby'Cause making love to you might drive me crazy I know you think that love is the way you make it So I don't want to be there when you decide to break it No[Chorus]Love bites, love bleeds It's bringing me to my knees Love lives, love dies It's no surprise Love begs, love pleads It's what I need[Verse 2]When I'm with you, are you somewhere else?Am I getting through or do you please yourself?When you wake up, will you walk out?It can't be love if you throw it about Ooh, babe[Pre-Chorus]I don't want to touch you too much, baby'Cause making love to you might drive me crazy Oh[Chorus]Love bites, love bleeds It's bringing me to my knees Love lives, love dies It's no surprise Love begs, love pleads It's what I need[Instrumental Break][Pre-Chorus]I don't want to touch you too much, baby'Cause making love to you might drive me crazy I know you think that love is the way you make it So I don't want to be there when you decide to break it No[Chorus]Love bites, love bleeds It's bringing me to my knees Love lives, love dies...Love bites, love bleeds It's bringing me to my knees Love lives, love dies It's no surprise Love begs, love pleads It's what I need[Outro]If you've got love in your sights Watch out Love bites"
Def Leppard,Rock,Hard Rock,Animal,"[Verse 1]A wild ride, over stony ground Such a lust for life, the circus comes to town We are the hungry ones, on a lightning raid Just like a river runs, like a fire needs flame Oh, I burn for you[Chorus]I got to feel it in my blood, whoa, oh I need your touch don't need your love, whoa, oh And I want, and I need, and I lust, animal And I want, and I need, and I lust, animal[Verse 2]I cry wolf, given mouth to mouth Like a moving heartbeat, in the witching hour I'm running with the wind, a shadow in the dust And like the driving rain, hey, like the restless rust I never sleep[Chorus][Verse 3]Huh! Oh! Cry wolf baby, cry tough Going to hunt you like an, uh, uh, animal Going to take your love and run[Chorus][Outro]And I want (And I want)And I need (And I need)And I lust (And I lust)Animal (Animal)And I want (Take me)And I need (Tame me)And I lust (Make me)Animal (Your Animal)And I want (Show me)And I need (Stroke me)And I lust (Let me be your)Animal (Animal)And I want (I want)And I need (Ooh, ooh, ooh)And I lust Animal (Animal)"
Def Leppard,Rock,Hard Rock,Rocket,"[Intro]Guitar, drums[Verse 1]White lights, strange city, mad music(All around)Midnight, street magic, crazy people(Crazy sound)Jack Flash, Rocket Man Sergeant Pepper and the band Ziggy, Benny and the Jets Ah, take a rocket[Chorus]We just gotta fly(I can take you through the center of the dark)We're gonna fly(On a collision course to crash into my heart)I will be your, I will be your, I will be your(Rocket, yeah, satellite of love)(Rocket, yeah, satellite of love)(Rocket, yeah, satellite of love)Rocket baby Come on, I'll be your satellite of love[Verse 2]Jet Black, Johnny BAh Jean Genie, Killer Queen Dizzy, Lizzy, Major Tom So come on[Chorus]We just gotta fly(I can take you through the center of the dark)We're gonna fly(On a collision course to crash into my heart)I will be your, I will be your, I will be your(Rocket, yeah, satellite of love)(Rocket, yeah, satellite of love)(Rocket, yeah, satellite of love)Rocket baby Come on, I'll be your satellite of love We just gotta fly(I can take you through the center of the dark)We're gonna fly(On a collision course to crash into my heart)I will be your, I will be your, I will be your(Rocket, yeah, satellite of love)(Rocket, yeah, satellite of love)(Rocket, yeah, satellite of love)Rocket baby Come on, I'll be your satellite of love[Outro]We're gonna fly(Rocket, yeah, satellite of love)We're gonna fly(Rocket, yeah, satellite of love)Rocket, yeah"
Def Leppard,Rock,Hard Rock,Armageddon It,"[Verse 1]You better come inside when you're ready to But no chance if you don't wanna dance You like a four letter words when you're ready to But then you won't 'cause you know that you can You got it But are you getting it?You say that love is won when you get some But then your finger won't trigger the gun[Chorus 1]You know you can't stop it, so don't rock it You know you got it Hey, but are you getting it?Ooh, really getting it?Come get it from me[Chorus 2](Give me all of your loving)Every little bit(Give me all that you got)Every bit of it(Every bit of your loving)Oh, come on live a bit(Never want to stop)[Bridge]Yeah, but are you getting it?(Armageddon it)Ooh, really getting it?(Yes, Armageddon it)Come on get it Yeah Do, do, do Uh oh[Verse 2]You try coming on when you need some But then you don't because you already did Yeah, you jangle your jewels while you're shaking your And drive the pretty boys out of their heads You got it But are you getting it?You flash your bedroom eyes like a jumping Jack Then play it pretty with a pat on the back[Chorus 1][Chorus 2][Bridge]Yeah, but are you getting it?(Armageddon it)Ooh, really getting it?(Yes, Armageddon it)Come on, Steve, get it, huh[Verse 3]Take it, take it, take it from me I got an itchy finger following me Pull it, pull it, come on trigger the gun Because the best is a yet to come I say(Because the best is yet to come)[Bridge]Oh, are you getting it?Oh, really getting it?Yes, are you getting it?Whoa, really getting it?[Outro]Come get it from me(Give me all of you loving)Every little bit(Give me all that you got)Every bit of it(Every bit of your loving)Oh, come on live a bit(Never want it to stop)Oh, are you getting it?(Give me all of your loving)Ooh, really getting it?(Give me all that you got)Oh are you getting it?(Give me all of your loving)Oh, live a bit(Give me all that you got)No, live a bit You've got to live it(Give ne all of your loving)Ooh, baby live it(Give me all that you got)Come on and give it(Every bit of your loving)Oh, come on and give it(Never want it to stop)Oh, are you getting it?(Give me all of your loving)Ooh, really getting it?(Give me all that you got)Oh, are you getting it?(Every bit of your loving)Oh, live a bit(Never want it to stop)Whoa(Give me all of your loving)"
Def Leppard,Rock,Hard Rock,Foolin’,"[Verse 1]Lady luck never smiles So lend your love to me awhile Do with me what you will Break the spell take your fill On and on we rode the storm The flame has died and the fire has gone Oh, this empty bed is a night alone I realized that long ago[Chorus]Is anybody out there Anybody there?Does anybody wonder Anybody care?Oh, I just got to know If you're really there and you really care Because baby I'm not F-f-foolin', ah f-f-foolin', f-f-fooling, ah fooling[Verse 2]Won't you stay with me a while?Close your eyes don't run and hide Easy love is no easy ride Just waking up from what we had Could stop good love from going bad[Chorus]Is anybody out there Anybody there?Does anybody wonder Anybody care?Oh, I just got to know If you're really there and you really care Because baby I'm not F-f-foolin', ah f-f-foolin', f-f-fooling, ah fooling[Guitar Solo][Post-Chorus]Oh, I just got to know If you're really there and you really care Because baby I'm not F-f-foolin', ah f-f-foolin', f-f-fooling, ah fooling[Outro]I'm not fooling myself (Not fooling myself)I'm not fooling myself (Not, not, not fooling myself)I'm not fooling myself (Not, not, not fooling myself)I'm not fooling myself (Not, not, not fooling myself)"
Def Leppard,Rock,Hard Rock,Bringin’ On the Heartbreak,"[Verse 1]Gypsy, sittin' looking pretty A broken rose with laughin' eyes You're a mystery, always runnin' wild Like a child without a home You're always searchin', searchin' for a feeling But it's easy come and easy go[Pre-Chorus]Oh, I'm sorry but it's true You're bringin' on the heartache Takin' all the best of me, oh, can't you see?You got the best of me, oh, can't you see?[Chorus]You're bringin' on the heartbreak Bringin' on the heartache You're bringin' on the heartbreak Bringin' on the heartache Can't you see? Oh[Verse 2]You're such a secret, misty eyed and shady Lady, how you hold the key Oh, you're like a candle, your flame slowly fadin'Burnin' out and burnin' me, can't you see[Pre-Chorus]Just tryin' to say to you You're bringin' on the heartache Takin' all the best of me, oh, can't you see?You got the best of me, oh, can't you see?[Chorus]You're bringin' on the heartbreak Bringin' on the heartache You're bringin' on the heartbreak Bringin' on the heartache Can't you see, can't you see[Bridge]No, no, no[Guitar Solo][Pre-Chorus]You got the best of me, oh, can't you see?You got the best of me, oh, can't you see?[Chorus]You're bringin' on the heartbreak Bringin' on the heartache You're bringin' on the heartbreak Bringin' on the heartache You're bringin' on the heartbreak Bringin' on the heartache You're bringin' on the heartbreak"
